acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037202001224359,M,19900708, 32 ,20190327," 40,000,000 "," 1,620,013 ",0,,5,5,2,2,3,5,,0
0037201901162663,F,19790118, 43 ,20210722," 40,000,000 "," 11,513,194 ",0,,1,5,1,2,1,5,,0
0037201901102370,M,19831225, 39 ,20190305," 25,000,000 "," 13,522,859 ",0,,4,3,2,1,2,3,,0
0037201901148984,F,19641220, 58 ,20191008," 20,000,000 "," 22,850,215 ",0,,2,1,3,1,2,1,,0
0037201901160376,M,19820827, 40 ,20201130," 45,000,000 "," 21,481,283 ",0,,5,3,3,1,1,3,,0
0037202001292305,M,19810928, 41 ,20200810," 40,000,000 "," 13,272,025 ",0,,3,3,2,2,2,4,,0
0037201901113646,F,19651006, 57 ,20210226," 5,000,000 "," 8,026,317 ",0,,1,5,1,3,4,5,,0
0037202001166004,F,19890515, 33 ,20200122," 50,000,000 "," 16,128,002 ",0,,2,2,5,4,1,4,,0
0037202001086991,M,19750113, 47 ,20210927," 5,000,000 "," 23,746,914 ",0,,4,5,4,5,2,5,,0
0037202001235448,M,19720603, 50 ,20190602," 25,000,000 "," 19,743,623 ",0,,3,3,3,1,3,3,,0
0037202001173118,M,19770716, 45 ,20200214," 5,000,000 "," 9,433,710 ",0,,1,5,3,4,1,5,,0
0037201901114757,M,19670217, 55 ,20200201," 1,500,000 "," 17,936,792 ",0,,2,4,4,5,1,4,,0
0037202001208127,M,19840320, 38 ,20200911," 1,500,000 "," 16,225,573 ",1,,6,8,6,8,9,7,,16225573
0037201901193491,M,19740625, 48 ,20200719," 25,000,000 "," 26,193,501 ",0,,4,2,4,3,1,4,,0
0037202001002005,M,19781018, 44 ,20190919," 5,000,000 "," 12,219,116 ",0,,3,5,1,5,2,3,,0
0037201901106686,M,19801228, 42 ,20210210," 1,500,000 "," 19,328,137 ",0,,5,4,5,3,2,2,,0
0037202001017684,F,19870817, 35 ,20191225," 50,000,000 "," 8,623,997 ",0,,5,2,5,3,1,1,,0
0037201901409246,F,19580605, 64 ,20200721," 20,000,000 "," 10,771,025 ",0,,3,3,2,5,2,4,,0
0037201901151519,F,19690324, 53 ,20191128," 10,000,000 "," 23,919,770 ",0,,1,2,1,3,1,5,,0
0037202001176445,M,19711212, 51 ,20190127," 5,000,000 "," 4,059,032 ",0,,2,3,3,2,4,2,,0
0037201901221431,M,19521228, 70 ,20210109," 10,000,000 "," 10,298,508 ",0,,5,3,3,1,2,1,,0
0037201801063643,M,19741017, 48 ,20190813," 40,000,000 "," 5,284,119 ",0,,4,1,4,5,5,5,,0
0037202001117391,M,19691217, 53 ,20200624," 3,000,000 "," 7,391,789 ",0,,4,3,5,2,4,2,,0
0037202001313274,M,19680808, 54 ,20201003," 10,000,000 "," 27,893,702 ",0,,3,4,5,5,4,1,,0
0037201901123256,F,19950726, 27 ,20211230," 3,000,000 "," 20,004,990 ",0,,1,5,4,5,4,2,,0
0037201901145723,M,19690917, 53 ,20210227," 3,000,000 "," 13,991,026 ",0,,4,4,4,1,4,5,,0
0037201901129565,F,19681230, 54 ,20210701," 5,000,000 "," 11,588,729 ",0,,4,4,1,1,1,1,,0
0037202001082075,M,19660430, 56 ,20210130," 40,000,000 "," 12,133,814 ",0,,3,2,3,2,2,1,,0
0037201901116111,F,19850624, 37 ,20190722," 1,500,000 "," 11,959,953 ",0,,1,3,4,5,3,2,,0
0037202001221604,F,19751105, 47 ,20210803," 30,000,000 "," 15,156,952 ",0,,2,1,3,5,3,3,,0
0037202001315630,F,19780730, 44 ,20190520," 40,000,000 "," 6,833,445 ",0,,2,3,2,4,2,5,,0
0037202001191051,F,19920218, 30 ,20210729," 1,500,000 "," 1,756,154 ",0,,4,2,2,3,4,5,,0
0037201901107228,M,19911101, 31 ,20201109," 25,000,000 "," 20,997,319 ",0,,2,5,4,2,4,4,,0
0037202001316056,M,19720313, 50 ,20200308," 30,000,000 "," 5,814,368 ",0,,3,2,5,1,2,4,,0
0037202001191035,M,19720320, 50 ,20200220," 10,000,000 "," 24,718,285 ",0,,2,5,5,2,2,2,,0
0037201901180879,M,19771111, 45 ,20200403," 1,500,000 "," 26,098,556 ",0,,1,3,2,5,2,4,,0
0037202001099755,F,19711223, 51 ,20210722," 45,000,000 "," 16,943,118 ",0,,1,1,5,3,4,4,,0
0037202001111407,F,19940303, 28 ,20201023," 3,000,000 "," 16,011,664 ",0,,5,1,2,2,2,3,,0
0037201901095291,F,19710315, 51 ,20210521," 25,000,000 "," 13,389,241 ",0,,5,2,4,3,4,3,,0
0037202001297185,M,19690815, 53 ,20190824," 25,000,000 "," 17,301,700 ",0,,5,3,1,2,2,4,,0
0037202001011652,M,19730305, 49 ,20190407," 1,500,000 "," 24,488,938 ",0,,1,3,3,2,4,5,,0
0037202001202260,F,19720419, 50 ,20190601," 30,000,000 "," 28,849,196 ",0,,2,3,3,5,5,2,,0
0037201901457503,F,19700120, 52 ,20191104," 1,500,000 "," 23,408,412 ",0,,2,3,5,3,1,5,,0
0037202001273054,M,19560606, 66 ,20191216," 45,000,000 "," 2,660,613 ",0,,2,1,2,4,5,4,,0
0037201901142931,M,19680717, 54 ,20190921," 5,000,000 "," 8,088,320 ",0,,5,1,2,5,3,5,,0
0037201901405517,M,19580919, 64 ,20210928," 3,000,000 "," 2,973,317 ",0,,5,4,1,1,4,3,,0
0037202001246104,M,19860517, 36 ,20190827," 25,000,000 "," 15,938,039 ",0,,1,2,2,2,1,3,,0
0037201901181326,M,19680715, 54 ,20200105," 3,000,000 "," 4,500,907 ",0,,3,1,2,2,2,2,,0
0037201901137150,F,19760428, 46 ,20211128," 45,000,000 "," 5,344,194 ",0,,2,2,3,3,1,5,,0
0037202001276200,F,19781225, 44 ,20210429," 10,000,000 "," 14,681,235 ",0,,4,3,1,2,1,2,,0
0037202001252847,F,19810802, 41 ,20210922," 40,000,000 "," 26,506,902 ",0,,3,1,5,4,4,2,,0
0037201901120155,M,19820617, 40 ,20190616," 10,000,000 "," 23,150,476 ",0,,3,3,1,3,2,1,,0
0037202001185933,M,19921024, 30 ,20190704," 25,000,000 "," 2,008,249 ",0,,4,3,3,5,4,4,,0
0037201901145275,M,19601209, 62 ,20200606," 50,000,000 "," 26,689,261 ",0,,3,5,4,3,5,3,,0
0037202001206642,M,19710324, 51 ,20210806," 40,000,000 "," 12,691,079 ",0,,4,4,3,2,3,2,,0
0037202001121124,F,19790817, 43 ,20200830," 3,000,000 "," 1,176,681 ",0,,4,2,1,5,5,2,,0
0037201901150481,M,19700510, 52 ,20210728," 25,000,000 "," 10,264,593 ",0,,4,5,5,4,5,3,,0
0037201901272605,F,19800201, 42 ,20200409," 3,000,000 "," 14,998,517 ",0,,1,4,3,1,5,3,,0
0037201901096416,F,19900122, 32 ,20190328," 30,000,000 "," 14,551,796 ",0,,1,4,5,4,1,4,,0
0037202001229118,M,19840220, 38 ,20190314," 30,000,000 "," 22,581,368 ",0,,2,3,5,1,3,2,,0
0037201901404708,F,19980108, 24 ,20190116," 10,000,000 "," 28,086,964 ",0,,3,3,1,5,2,3,,0
0037201901100984,F,19960322, 26 ,20210402," 20,000,000 "," 28,920,616 ",0,,5,2,3,4,1,1,,0
0037202001034466,M,19820911, 40 ,20211104," 10,000,000 "," 9,313,924 ",0,,3,3,1,5,2,5,,0
0037201901115289,F,19820427, 40 ,20201206," 50,000,000 "," 1,143,565 ",0,,5,5,5,3,4,2,,0
0037202001082492,F,19681118, 54 ,20210202," 50,000,000 "," 25,244,457 ",0,,5,3,3,2,2,5,,0
0037201901093337,M,19911108, 31 ,20190322," 10,000,000 "," 3,823,455 ",0,,2,5,2,3,4,3,,0
0037201901425386,M,19711121, 51 ,20190429," 1,500,000 "," 16,797,948 ",0,,2,2,2,2,1,3,,0
0037201901153440,F,19691010, 53 ,20190928," 45,000,000 "," 5,851,184 ",0,,2,3,4,1,2,3,,0
0037201901459711,M,19981201, 24 ,20201220," 1,500,000 "," 6,403,353 ",1,,7,9,9,6,9,6,,6403353
0037201901274162,F,19740325, 48 ,20191021," 20,000,000 "," 1,046,768 ",0,,5,3,1,4,1,3,,0
0037201901124387,M,19840529, 38 ,20200910," 25,000,000 "," 10,048,050 ",0,,4,3,4,1,3,2,,0
0037201901152071,F,19580227, 64 ,20191006," 1,500,000 "," 15,283,228 ",0,,2,2,2,2,1,5,,0
0037202001047643,F,19760315, 46 ,20210322," 30,000,000 "," 17,917,701 ",0,,2,1,1,2,4,4,,0
0037201901200569,F,19660305, 56 ,20191221," 40,000,000 "," 11,616,150 ",0,,3,2,5,5,5,4,,0
0037202001241699,F,19690110, 53 ,20200311," 30,000,000 "," 26,804,571 ",0,,2,4,4,1,3,5,,0
0037201901407101,F,19780203, 44 ,20200822," 1,500,000 "," 26,480,322 ",0,,4,3,2,2,1,3,,0
0037201901208137,M,19831101, 39 ,20200217," 45,000,000 "," 27,859,440 ",0,,2,5,4,3,1,1,,0
0037201901309503,M,19880214, 34 ,20210115," 5,000,000 "," 10,966,653 ",0,,5,3,3,1,2,5,,0
0037202001011863,F,19650915, 57 ,20200913," 1,500,000 "," 11,154,406 ",0,,3,2,1,5,4,4,,0
0037202001179022,F,19731006, 49 ,20191201," 10,000,000 "," 25,866,155 ",0,,3,1,5,3,5,4,,0
0037201901159937,M,19770130, 45 ,20210123," 45,000,000 "," 22,554,974 ",0,,1,3,5,2,2,3,,0
0037201901121921,F,19520401, 70 ,20200429," 5,000,000 "," 9,872,635 ",0,,5,5,4,4,3,1,,0
0037202001296162,M,19820904, 40 ,20211216," 45,000,000 "," 17,509,033 ",0,,5,1,1,4,4,2,,0
0037202001127171,M,19870406, 35 ,20210427," 50,000,000 "," 22,100,280 ",0,,1,1,3,5,4,2,,0
0037201901186972,M,19860228, 36 ,20200806," 25,000,000 "," 12,711,163 ",0,,1,4,2,3,3,2,,0
0037201901111715,M,19820527, 40 ,20190109," 50,000,000 "," 6,509,713 ",0,,1,3,2,2,5,2,,0
0037201901109816,F,19721217, 50 ,20190715," 1,500,000 "," 18,943,154 ",0,,3,1,3,5,4,4,,0
0037201901418815,M,19810518, 41 ,20200901," 50,000,000 "," 24,963,150 ",0,,2,4,3,3,5,4,,0
0037202001045700,M,19641005, 58 ,20200907," 50,000,000 "," 23,284,218 ",0,,4,3,2,4,2,1,,0
0037201901107061,M,19591210, 63 ,20190222," 45,000,000 "," 18,747,828 ",0,,4,4,4,3,4,5,,0
0037201901439632,F,19500722, 72 ,20200310," 10,000,000 "," 11,889,800 ",0,,3,2,4,1,5,5,,0
0037201901217243,M,19620517, 60 ,20191105," 5,000,000 "," 12,112,022 ",0,,1,3,2,3,2,5,,0
0037201901452598,M,19860126, 36 ,20200615," 45,000,000 "," 9,605,620 ",0,,3,5,5,4,5,1,,0
0037201901095824,M,19820213, 40 ,20210323," 5,000,000 "," 20,002,955 ",0,,3,5,2,1,1,3,,0
0037201901125108,F,19730517, 49 ,20190315," 40,000,000 "," 24,231,587 ",0,,3,3,3,5,5,5,,0
0037202001190996,M,19711225, 51 ,20200606," 50,000,000 "," 10,254,183 ",0,,3,1,5,5,5,1,,0
0037201901340688,M,19750208, 47 ,20200723," 20,000,000 "," 7,654,338 ",0,,3,3,1,1,1,4,,0
0037201901318088,M,19630822, 59 ,20190215," 10,000,000 "," 2,729,009 ",1,,7,10,7,7,9,9,,2729009
0037201901311802,F,19691022, 53 ,20190905," 20,000,000 "," 28,325,566 ",0,,5,4,4,1,3,1,,0
0037201901092285,M,19820228, 40 ,20210504," 45,000,000 "," 6,036,133 ",1,,10,7,8,9,8,10,,6036133
0037201901267422,M,19930202, 29 ,20190607," 40,000,000 "," 18,532,351 ",0,,2,1,1,1,2,2,,0
0037202001132751,F,19860128, 36 ,20210810," 20,000,000 "," 8,035,031 ",0,,4,1,4,1,4,1,,0
0037202001244908,F,19730604, 49 ,20200211," 20,000,000 "," 26,662,097 ",0,,2,1,5,4,1,1,,0
0037201901101849,M,19620115, 60 ,20191205," 1,500,000 "," 9,805,602 ",0,,3,4,1,1,1,1,,0
0037201901091713,M,19810111, 41 ,20191202," 1,500,000 "," 13,543,437 ",0,,1,1,2,2,5,2,,0
0037201901227272,F,19600704, 62 ,20200527," 25,000,000 "," 12,876,600 ",0,,4,3,3,4,5,1,,0
0037201901328482,M,19850717, 37 ,20210126," 25,000,000 "," 14,982,247 ",0,,4,1,2,2,2,2,,0
0037202001272895,M,19610905, 61 ,20200508," 20,000,000 "," 23,645,320 ",0,,4,4,2,1,1,5,,0
0037201901200446,M,19860410, 36 ,20191220," 20,000,000 "," 11,967,445 ",0,,5,3,3,5,3,2,,0
0037201901409881,M,19760423, 46 ,20191029," 50,000,000 "," 25,755,705 ",0,,2,3,4,1,4,1,,0
0037201901102547,F,19651021, 57 ,20191024," 30,000,000 "," 29,947,587 ",1,,10,9,9,8,9,9,,29947587
0037202001153240,F,19951208, 27 ,20201012," 3,000,000 "," 26,281,329 ",0,,1,1,3,2,2,2,,0
0037201901457447,M,19690219, 53 ,20211205," 40,000,000 "," 14,178,709 ",0,,3,3,2,4,1,5,,0
0037201901139709,F,19700118, 52 ,20210306," 25,000,000 "," 9,300,823 ",0,,3,3,3,5,4,3,,0
0037201901241895,F,19910813, 31 ,20190228," 30,000,000 "," 29,736,791 ",0,,4,3,5,4,5,4,,0
0037201901094091,F,19870214, 35 ,20190705," 5,000,000 "," 21,777,458 ",0,,1,1,3,4,3,3,,0
0037202001274108,F,19750306, 47 ,20211207," 25,000,000 "," 24,866,017 ",0,,3,5,2,4,4,3,,0
0037201901326405,M,19850616, 37 ,20190607," 3,000,000 "," 4,526,367 ",0,,3,3,4,1,2,3,,0
0037201901419597,M,19690321, 53 ,20200120," 30,000,000 "," 14,725,943 ",1,,8,7,10,7,10,9,,14725943
0037201901421590,F,19751006, 47 ,20190625," 40,000,000 "," 25,779,582 ",1,,9,8,6,9,9,8,,25779582
0037201901141961,M,19880205, 34 ,20200307," 30,000,000 "," 2,406,215 ",0,,3,1,1,3,2,1,,0
0037201901317493,M,19721103, 50 ,20200625," 25,000,000 "," 8,172,203 ",0,,4,5,4,3,4,1,,0
0037201901138252,M,19651126, 57 ,20191213," 40,000,000 "," 9,024,050 ",0,,1,3,5,1,2,2,,0
0037201901147989,M,19791209, 43 ,20200602," 10,000,000 "," 17,907,836 ",0,,5,1,3,3,4,5,,0
0037201901208640,M,19741009, 48 ,20200910," 10,000,000 "," 17,706,248 ",1,,8,10,6,10,8,7,,17706248
0037201901122107,M,19621023, 60 ,20201109," 45,000,000 "," 16,661,084 ",0,,4,3,4,4,4,4,,0
0037201901233280,M,19781129, 44 ,20210828," 1,500,000 "," 29,689,988 ",0,,5,3,1,2,2,2,,0
0037202001176071,F,19950307, 27 ,20190414," 1,500,000 "," 5,584,359 ",0,,1,3,2,5,4,5,,0
0037202001247976,M,19900310, 32 ,20210219," 3,000,000 "," 29,318,515 ",0,,3,1,4,2,2,5,,0
0037202001000585,F,19821001, 40 ,20190907," 1,500,000 "," 16,651,246 ",0,,1,3,5,1,1,2,,0
0037201901377588,M,19750623, 47 ,20200927," 25,000,000 "," 9,943,930 ",0,,3,3,1,3,3,5,,0
0037202001135162,F,19750215, 47 ,20210417," 40,000,000 "," 12,180,244 ",0,,3,2,1,3,4,3,,0
0037201901094333,F,19740620, 48 ,20190109," 25,000,000 "," 5,975,423 ",0,,4,5,1,1,2,3,,0
0037201901194833,F,19870818, 35 ,20190221," 10,000,000 "," 13,374,552 ",0,,5,2,3,1,2,3,,0
0037201901130930,M,19741105, 48 ,20190505," 1,500,000 "," 4,417,079 ",0,,2,2,5,5,5,2,,0
0037201901134855,M,19880210, 34 ,20200528," 1,500,000 "," 21,925,947 ",0,,1,5,2,3,4,4,,0
0037201901463970,M,19750122, 47 ,20210922," 3,000,000 "," 29,267,253 ",0,,4,2,5,1,4,3,,0
0037201901234664,F,19861209, 36 ,20210507," 3,000,000 "," 4,503,543 ",0,,3,4,3,4,5,2,,0
0037201901100703,F,19540625, 68 ,20201110," 30,000,000 "," 28,070,227 ",0,,5,5,2,3,5,5,,0
0037201901264035,F,19910130, 31 ,20200531," 50,000,000 "," 26,794,156 ",0,,3,5,2,5,1,3,,0
0037202001301230,F,19630810, 59 ,20200812," 1,500,000 "," 17,033,179 ",0,,4,1,4,3,5,2,,0
0037201901123800,F,19690806, 53 ,20190318," 30,000,000 "," 13,310,136 ",0,,1,2,3,1,4,2,,0
0037201901216024,F,19931130, 29 ,20200320," 30,000,000 "," 2,780,596 ",0,,5,4,1,1,4,4,,0
0037201901166760,M,19780214, 44 ,20200715," 50,000,000 "," 19,906,949 ",0,,2,3,5,2,4,1,,0
0037202001044275,M,19740812, 48 ,20190904," 30,000,000 "," 9,169,759 ",0,,4,1,5,2,2,5,,0
0037201901116745,M,19681128, 54 ,20200907," 40,000,000 "," 17,770,503 ",0,,5,5,1,1,3,1,,0
0037201901426063,F,19800207, 42 ,20190211," 50,000,000 "," 12,479,669 ",0,,4,2,4,3,3,5,,0
0037201901355378,M,19700401, 52 ,20190504," 5,000,000 "," 9,840,099 ",0,,5,4,2,2,2,4,,0
0037201901114536,F,19580515, 64 ,20201013," 25,000,000 "," 18,189,579 ",0,,5,2,2,4,3,4,,0
0037202001214534,F,19721230, 50 ,20210505," 20,000,000 "," 15,129,188 ",0,,3,3,4,3,2,1,,0
0037202001222208,M,19550202, 67 ,20200919," 25,000,000 "," 21,515,903 ",0,,5,5,2,5,4,4,,0
0037202001314921,M,19820525, 40 ,20200225," 30,000,000 "," 28,048,193 ",0,,1,4,1,3,3,4,,0
0037201901434717,M,19691009, 53 ,20190223," 20,000,000 "," 15,430,587 ",0,,2,5,4,5,4,1,,0
0037202001095448,M,19740302, 48 ,20200816," 40,000,000 "," 28,824,767 ",0,,2,1,2,3,3,3,,0
0037201901104397,F,19940513, 28 ,20201118," 45,000,000 "," 3,256,389 ",0,,2,4,2,2,4,5,,0
0037201901390136,M,19591015, 63 ,20210321," 3,000,000 "," 13,741,221 ",0,,3,3,1,4,1,2,,0
0037202001126383,M,19730315, 49 ,20201120," 10,000,000 "," 18,071,779 ",0,,4,2,3,2,5,4,,0
0037201901388877,M,19671012, 55 ,20210307," 30,000,000 "," 20,682,988 ",0,,5,2,1,4,5,5,,0
0037202001183955,M,19610912, 61 ,20210413," 20,000,000 "," 21,021,111 ",0,,4,1,1,2,2,2,,0
0037202001182946,M,19920823, 30 ,20200719," 45,000,000 "," 27,926,875 ",0,,3,2,2,1,5,5,,0
0037202001188205,M,19760105, 46 ,20190907," 45,000,000 "," 9,206,746 ",0,,1,2,4,1,3,3,,0
0037202001057609,M,19650101, 57 ,20190306," 50,000,000 "," 8,493,601 ",0,,5,4,1,2,3,5,,0
0037201901251105,M,19811219, 41 ,20211025," 20,000,000 "," 16,222,685 ",0,,5,1,5,2,4,2,,0
0037202001216765,F,19720817, 50 ,20190220," 3,000,000 "," 11,146,875 ",0,,4,1,2,1,1,4,,0
0037202001148143,M,19901016, 32 ,20200330," 45,000,000 "," 5,227,539 ",0,,5,5,1,4,1,4,,0
0037202001157293,F,19620613, 60 ,20200720," 50,000,000 "," 1,681,072 ",0,,1,1,4,4,1,3,,0
0037201901099814,M,19940911, 28 ,20210223," 45,000,000 "," 15,880,615 ",0,,2,1,3,1,2,3,,0
0037201901115002,F,19660626, 56 ,20200425," 5,000,000 "," 13,630,390 ",0,,4,2,1,1,1,5,,0
0037201901090011,M,19861022, 36 ,20201129," 1,500,000 "," 16,888,080 ",0,,4,1,4,5,3,3,,0
0037201901216007,F,19680507, 54 ,20210813," 3,000,000 "," 7,918,113 ",0,,1,1,1,3,5,5,,0
0037202001091183,M,19900207, 32 ,20190517," 40,000,000 "," 24,891,818 ",0,,1,1,5,1,5,4,,0
0037201901458158,F,19610526, 61 ,20200728," 5,000,000 "," 6,924,379 ",0,,2,3,2,2,5,5,,0
0037201901129949,M,19930817, 29 ,20200329," 45,000,000 "," 8,243,247 ",0,,4,4,2,1,3,2,,0
0037201901140233,F,19631018, 59 ,20210604," 25,000,000 "," 11,744,489 ",1,,10,9,6,7,7,6,,11744489
0037201901106665,M,19710212, 51 ,20200210," 1,500,000 "," 2,609,059 ",0,,1,4,5,3,4,3,,0
0037201901164466,M,19720402, 50 ,20200301," 40,000,000 "," 16,247,419 ",0,,2,3,4,2,5,5,,0
0037202001226002,M,19740428, 48 ,20190607," 40,000,000 "," 17,015,921 ",0,,2,4,1,4,3,2,,0
0037202001212473,F,19690616, 53 ,20200507," 45,000,000 "," 17,665,833 ",0,,2,2,4,1,2,1,,0
0037201901319580,M,19740118, 48 ,20200702," 40,000,000 "," 11,971,112 ",0,,2,1,4,2,2,1,,0
0037201901122521,F,19520708, 70 ,20190813," 30,000,000 "," 21,945,802 ",0,,5,3,4,1,5,2,,0
0037201901227944,M,19740207, 48 ,20191102," 10,000,000 "," 22,763,882 ",0,,3,1,5,1,2,4,,0
0037201901437019,F,19800813, 42 ,20211210," 40,000,000 "," 2,350,843 ",0,,1,4,2,3,4,4,,0
0037201901126801,M,19740913, 48 ,20200425," 30,000,000 "," 18,812,067 ",1,,7,9,7,9,10,8,,18812067
0037201901212357,M,19850723, 37 ,20210505," 10,000,000 "," 9,539,046 ",0,,2,3,1,5,3,4,,0
0037201901146319,M,19730815, 49 ,20191103," 1,500,000 "," 3,302,862 ",0,,3,5,5,5,2,1,,0
0037201901092915,M,19810805, 41 ,20191008," 50,000,000 "," 27,156,142 ",1,,7,8,9,8,7,7,,27156142
0037201901141891,F,19570926, 65 ,20210102," 20,000,000 "," 2,579,106 ",0,,4,3,5,3,2,2,,0
0037201901131761,M,19550728, 67 ,20210417," 50,000,000 "," 22,564,678 ",0,,1,3,2,1,1,1,,0
0037202001203847,M,19680614, 54 ,20211005," 10,000,000 "," 21,595,640 ",0,,1,5,4,4,5,5,,0
0037202001141170,M,19840215, 38 ,20210625," 45,000,000 "," 4,464,794 ",0,,4,2,1,3,3,3,,0
0037201901240246,M,19890125, 33 ,20210814," 25,000,000 "," 26,531,811 ",0,,3,4,1,3,5,4,,0
0037201901370321,M,19821004, 40 ,20200307," 10,000,000 "," 28,755,725 ",0,,4,3,4,5,1,4,,0
0037202001295880,F,19651212, 57 ,20211221," 5,000,000 "," 23,085,071 ",0,,1,2,5,4,2,1,,0
0037201901313501,F,19860905, 36 ,20190725," 3,000,000 "," 7,522,254 ",0,,4,2,5,3,2,3,,0
0037201901195150,M,19870207, 35 ,20190709," 3,000,000 "," 19,282,103 ",0,,4,3,3,5,5,4,,0
0037202001280231,M,19640306, 58 ,20191210," 30,000,000 "," 16,172,414 ",0,,2,4,2,3,4,4,,0
0037201901210837,M,19781217, 44 ,20191105," 45,000,000 "," 14,358,440 ",0,,2,5,3,4,5,2,,0
0037202001242127,F,19861024, 36 ,20200630," 30,000,000 "," 10,048,383 ",0,,1,2,1,4,3,5,,0
0037201901124853,M,19550925, 67 ,20190604," 50,000,000 "," 16,475,620 ",0,,4,2,5,1,1,3,,0
0037202001091178,F,19680307, 54 ,20190429," 5,000,000 "," 24,187,328 ",0,,5,2,5,2,5,1,,0
0037201901095163,F,19800210, 42 ,20210122," 3,000,000 "," 29,997,816 ",0,,1,1,2,2,3,1,,0
0037201901295010,F,19561003, 66 ,20201113," 20,000,000 "," 11,137,551 ",0,,4,1,2,4,4,2,,0
0037202001021796,M,19670406, 55 ,20200903," 3,000,000 "," 18,960,250 ",0,,4,5,4,5,2,3,,0
0037202001136586,F,19650910, 57 ,20210810," 3,000,000 "," 25,443,800 ",0,,3,5,3,3,1,2,,0
0037201901353984,M,19770924, 45 ,20191001," 3,000,000 "," 27,520,128 ",0,,1,4,1,4,2,3,,0
0037202001315734,M,19701126, 52 ,20200520," 3,000,000 "," 12,382,285 ",0,,4,3,4,2,3,2,,0
0037202001301857,M,19750815, 47 ,20190319," 30,000,000 "," 23,951,217 ",0,,4,4,1,5,1,5,,0
0037201901185141,M,19800816, 42 ,20201224," 1,500,000 "," 15,444,104 ",0,,2,5,3,3,4,3,,0
0037201901244161,M,19680601, 54 ,20200117," 25,000,000 "," 28,317,288 ",0,,5,2,5,4,5,5,,0
0037201901136130,M,19800915, 42 ,20210612," 5,000,000 "," 16,546,037 ",0,,1,4,3,4,4,1,,0
0037202001201243,M,19860419, 36 ,20190728," 10,000,000 "," 16,461,489 ",0,,2,4,3,3,3,5,,0
0037201901396339,M,19781128, 44 ,20210509," 25,000,000 "," 4,032,140 ",0,,2,1,1,4,3,5,,0
0037202001049606,M,19820305, 40 ,20200131," 30,000,000 "," 21,829,920 ",0,,4,1,5,3,5,3,,0
0037201901158974,M,19721010, 50 ,20190911," 3,000,000 "," 29,721,150 ",0,,2,5,3,4,1,5,,0
0037202001262301,F,19840619, 38 ,20190102," 40,000,000 "," 10,400,237 ",0,,2,2,2,4,2,3,,0
0037202001074320,F,19870526, 35 ,20190818," 30,000,000 "," 10,720,150 ",0,,2,2,4,4,2,1,,0
0037201901120683,M,19611114, 61 ,20200101," 20,000,000 "," 15,832,802 ",0,,1,1,4,5,3,3,,0
0037201901099180,M,19580620, 64 ,20200810," 40,000,000 "," 22,380,400 ",0,,4,1,5,1,4,1,,0
0037201901131403,M,19710127, 51 ,20201107," 1,500,000 "," 17,095,265 ",1,,10,8,8,8,10,6,,17095265
0037201901373883,M,19660202, 56 ,20211218," 3,000,000 "," 4,876,841 ",0,,5,5,5,2,1,3,,0
0037202001060196,M,19630604, 59 ,20200205," 10,000,000 "," 6,918,686 ",0,,5,2,1,4,4,3,,0
0037201901133286,M,19490524, 73 ,20210710," 30,000,000 "," 22,996,137 ",0,,1,4,3,5,3,5,,0
0037201901402305,F,19670815, 55 ,20210622," 50,000,000 "," 19,446,245 ",0,,5,5,1,2,1,2,,0
0037201901139198,F,19690822, 53 ,20200110," 45,000,000 "," 19,317,824 ",0,,5,1,2,5,3,1,,0
0037201901432241,M,19781223, 44 ,20200817," 10,000,000 "," 25,873,780 ",0,,2,3,5,4,2,1,,0
0037201901098002,M,19750610, 47 ,20210909," 40,000,000 "," 19,455,751 ",0,,4,2,3,3,4,1,,0
0037202001021173,M,19640913, 58 ,20210224," 25,000,000 "," 28,285,609 ",0,,4,1,3,2,5,1,,0
0037201901326272,M,19810101, 41 ,20211227," 20,000,000 "," 28,970,546 ",0,,2,4,5,4,1,1,,0
0037201901414542,M,19720710, 50 ,20200829," 30,000,000 "," 2,736,619 ",0,,3,5,2,2,2,1,,0
0037202001237686,M,19741201, 48 ,20200403," 30,000,000 "," 18,988,322 ",0,,5,3,5,3,5,1,,0
0037201901161870,F,19790728, 43 ,20200805," 50,000,000 "," 4,748,851 ",0,,2,1,4,2,2,5,,0
0037201901125283,F,19830206, 39 ,20210628," 30,000,000 "," 4,006,059 ",1,,9,8,10,9,9,8,,4006059
0037202001097806,F,19821202, 40 ,20201113," 25,000,000 "," 8,559,750 ",0,,3,4,2,5,2,5,,0
0037201901220030,M,19681129, 54 ,20211008," 50,000,000 "," 15,790,100 ",0,,4,4,5,1,3,1,,0
0037201901121956,M,19810625, 41 ,20200113," 3,000,000 "," 8,200,098 ",0,,3,3,2,4,4,4,,0
0037202001081723,M,19880112, 34 ,20210912," 30,000,000 "," 4,252,152 ",0,,4,3,1,4,1,4,,0
0037201901247947,F,19810422, 41 ,20201009," 25,000,000 "," 23,970,795 ",0,,2,1,2,2,5,2,,0
0037201901267756,M,19850910, 37 ,20190521," 30,000,000 "," 27,519,933 ",0,,5,2,2,4,2,5,,0
0037201901144221,F,19780614, 44 ,20211005," 25,000,000 "," 18,380,647 ",0,,5,2,2,5,4,4,,0
